id,Name,lft,rht,description,AnchorText,URLid,eye,hand lens,scope
1,Root,1,2144,NULL,NULL,NULL,NULL,NULL,NULL
2,Appearance,2,23,NULL,NULL,NULL,NULL,NULL,NULL
3,Appearance Color,3,22,NULL,NULL,NULL,NULL,NULL,NULL
4,Appearance Color Black,4,5,NULL,NULL,NULL,1,1,0
5,Appearance Color Bluish-White,6,7,NULL,NULL,NULL,1,1,0
6,Appearance Color Dull,8,9,NULL,NULL,NULL,1,1,0
7,Appearance Color Gray,10,11,NULL,NULL,NULL,1,1,0
8,Appearance Color Green,12,13,NULL,NULL,NULL,1,1,0
9,Appearance Color Pellucid,14,15,NULL,NULL,NULL,1,1,0
10,Appearance Color Protonemata Luminous,16,17,NULL,NULL,NULL,0,1,1
11,Appearance Color Shiny,18,19,NULL,NULL,NULL,1,1,0
12,Appearance Color White,20,21,NULL,NULL,NULL,1,1,0
13,Asexual Structures,24,75,NULL,NULL,NULL,NULL,NULL,NULL
14,Asexual Structures Axillary Brood Bodies,25,30,NULL,NULL,NULL,NULL,NULL,NULL
15,Asexual Structures Axillary Brood Bodies Hairs Red,26,27,NULL,NULL,NULL,0,1,1
16,Asexual Structures Axillary Brood Bodies Present,28,29,NULL,NULL,NULL,0,1,1
17,Asexual Structures Brood Bodies,31,52,NULL,NULL,NULL,NULL,NULL,NULL
18,Asexual Structures Brood Bodies Branches Common,32,33,NULL,NULL,NULL,0,1,0
19,Asexual Structures Brood Bodies Branches Filiform,34,35,NULL,NULL,NULL,0,1,1
20,Asexual Structures Brood Bodies Branches Long,36,37,NULL,NULL,NULL,0,1,1
21,Asexual Structures Brood Bodies Branches Present,38,39,NULL,NULL,NULL,0,1,1
22,Asexual Structures Brood Bodies Branches Short,40,41,NULL,NULL,NULL,0,1,1
23,Asexual Structures Brood Bodies Dense,42,43,NULL,NULL,NULL,0,1,1
24,Asexual Structures Brood Bodies Present,44,45,NULL,NULL,NULL,0,0,0
25,Asexual Structures Brood Bodies Septate,46,47,NULL,NULL,NULL,0,0,1
26,Asexual Structures Brood Bodies Short,48,49,NULL,NULL,NULL,0,1,1
27,Asexual Structures Brood Bodies Spindle-Shaped,50,51,NULL,NULL,NULL,0,1,1
28,Asexual Structures Gemmae,53,70,NULL,NULL,NULL,NULL,NULL,NULL
29,Asexual Structures Gemmae Leafy,54,55,NULL,NULL,NULL,0,1,1
30,Asexual Structures Gemmae On Back Of Costa,56,57,NULL,NULL,NULL,1,1,0
31,Asexual Structures Gemmae On Stem Extensions,58,59,NULL,NULL,NULL,1,1,0
32,Asexual Structures Gemmae Papillose Gemmae On Leaf Tips,60,61,NULL,NULL,NULL,0,1,1
33,Asexual Structures Gemmae Present,62,63,NULL,NULL,NULL,1,1,1
34,Asexual Structures Gemmae Rarely Present,64,65,NULL,NULL,NULL,0,0,0
35,Asexual Structures Gemmae Round,66,67,NULL,NULL,NULL,0,1,1
36,Asexual Structures Gemmae Terminal Gemmae Cups,68,69,NULL,NULL,NULL,1,1,0
37,Asexual Structures Leaf Brood Bodies,71,74,NULL,NULL,NULL,NULL,NULL,NULL
38,Asexual Structures Leaf Brood Bodies Terminal,72,73,NULL,NULL,NULL,0,1,0
39,Calyptra,76,117,NULL,NULL,NULL,NULL,NULL,NULL
40,Calyptra Presence,77,84,NULL,NULL,NULL,NULL,NULL,NULL
41,Calyptra Presence Deciduous,78,79,NULL,NULL,NULL,1,1,0
42,Calyptra Presence Persistent,80,81,NULL,NULL,NULL,1,1,0
43,Calyptra Presence Rudimentary,82,83,NULL,NULL,NULL,1,1,0
44,Calyptra Shape,85,106,NULL,NULL,NULL,NULL,NULL,NULL
45,Calyptra Shape Calyptra Shape Short,86,87,NULL,NULL,NULL,1,0,0
46,Calyptra Shape Campanulate,88,89,NULL,NULL,NULL,1,0,0
47,Calyptra Shape Constricted Above Base,90,91,NULL,NULL,NULL,1,0,0
48,Calyptra Shape Covers Capsule Completely,92,93,NULL,NULL,NULL,1,0,0
49,Calyptra Shape Cucullate,94,95,NULL,NULL,NULL,0,0,0
50,Calyptra Shape Dumbbell,96,97,NULL,NULL,NULL,1,0,0
51,Calyptra Shape Inflated,98,99,NULL,NULL,NULL,1,0,0
52,Calyptra Shape Lobed,100,101,NULL,NULL,NULL,1,0,0
53,Calyptra Shape Long Cylindric,102,103,NULL,NULL,NULL,1,0,0
54,Calyptra Shape Mitrate,104,105,NULL,NULL,NULL,1,0,0
55,Calyptra Surface,107,116,NULL,NULL,NULL,NULL,NULL,NULL
56,Calyptra Surface 4-Angled,108,109,NULL,NULL,NULL,1,1,0
57,Calyptra Surface Base Lacerate,110,111,NULL,NULL,NULL,0,1,1
58,Calyptra Surface Hairy,112,113,NULL,NULL,NULL,0,0,0
59,Calyptra Surface Split,114,115,NULL,NULL,NULL,1,1,0
60,Capsule,118,357,NULL,NULL,NULL,NULL,NULL,NULL
61,Capsule Annulus,119,124,NULL,NULL,NULL,NULL,NULL,NULL
62,Capsule Annulus Compound,120,121,NULL,NULL,NULL,0,0,1
63,Capsule Annulus Simple,122,123,NULL,NULL,NULL,0,0,1
64,Capsule Color,125,136,NULL,NULL,NULL,NULL,NULL,NULL
65,Capsule Color Black,126,127,NULL,NULL,NULL,1,1,0
66,Capsule Color Purple-Red,128,129,NULL,NULL,NULL,1,1,0
67,Capsule Color Red,130,131,NULL,NULL,NULL,1,1,0
68,Capsule Color Yellow,132,133,NULL,NULL,NULL,1,1,0
69,Capsule Color Yellow-Orange,134,135,NULL,NULL,NULL,1,1,0
70,Capsule Endostome,137,152,NULL,NULL,NULL,NULL,NULL,NULL
71,Capsule Endostome Endostome Lacking,138,139,NULL,NULL,NULL,0,0,1
72,Capsule Endostome Endostome Reduced,140,141,NULL,NULL,NULL,0,0,1
73,Capsule Endostome Epiphragm Present,142,143,NULL,NULL,NULL,0,0,1
74,Capsule Endostome Exothecial Cell Length Collenchymatous,144,145,NULL,NULL,NULL,0,0,1
75,Capsule Endostome Fused Into Dome,146,147,NULL,NULL,NULL,0,1,1
76,Capsule Endostome Longer Than Exostome,148,149,NULL,NULL,NULL,0,0,1
77,Capsule Endostome Of 64 Papillose Filaments,150,151,NULL,NULL,NULL,0,0,1
78,Capsule Hypophysis,153,170,NULL,NULL,NULL,NULL,NULL,NULL
79,Capsule Hypophysis Colored,154,155,NULL,NULL,NULL,1,0,0
80,Capsule Hypophysis Differentiated,156,157,NULL,NULL,NULL,1,1,0
81,Capsule Hypophysis Narrower Than Urn,158,159,NULL,NULL,NULL,1,0,0
82,Capsule Hypophysis Narrowly Pyriform,160,161,NULL,NULL,NULL,1,0,0
83,Capsule Hypophysis Pyriform,162,163,NULL,NULL,NULL,1,0,0
84,Capsule Hypophysis Same Color As Urn,164,165,NULL,NULL,NULL,1,0,0
85,Capsule Hypophysis Turbinate,166,167,NULL,NULL,NULL,1,0,0
86,Capsule Hypophysis Wrinkled When Dry,168,169,NULL,NULL,NULL,1,0,0
87,Capsule Neck,171,180,NULL,NULL,NULL,NULL,NULL,NULL
88,Capsule Neck About Equal To Capsule Length,172,173,NULL,NULL,NULL,1,1,0
89,Capsule Neck More Than One-Half Capsule Length,174,175,NULL,NULL,NULL,1,1,0
90,Capsule Neck More Than One-Quarter Capsule Length,176,177,NULL,NULL,NULL,1,1,0
91,Capsule Neck More Than One-Tenth Capsule Length,178,179,NULL,NULL,NULL,1,1,0
92,Capsule Opening,181,194,NULL,NULL,NULL,NULL,NULL,NULL
93,Capsule Opening Cleistocarpous,182,183,NULL,NULL,NULL,0,1,0
94,Capsule Opening Operculate,184,185,NULL,NULL,NULL,1,1,0
95,Capsule Opening Rupturing Irregularly,186,187,NULL,NULL,NULL,1,1,0
96,Capsule Opening Split Along 4 Sutures,188,189,NULL,NULL,NULL,1,1,0
97,Capsule Opening Valvate,190,191,NULL,NULL,NULL,1,1,0
98,Capsule Opening Valvate (4-Angled),192,193,NULL,NULL,NULL,1,1,0
99,Capsule Operculum,195,210,NULL,NULL,NULL,NULL,NULL,NULL
100,Capsule Operculum Absent,196,197,NULL,NULL,NULL,0,0,0
101,Capsule Operculum Attached To Columnella,198,199,NULL,NULL,NULL,0,1,0
102,Capsule Operculum Conic,200,201,NULL,NULL,NULL,0,0,0
103,Capsule Operculum Long-Beaked,202,203,NULL,NULL,NULL,1,1,0
104,Capsule Operculum Present,204,205,NULL,NULL,NULL,0,1,0
105,Capsule Operculum Rostrate,206,207,NULL,NULL,NULL,0,0,0
106,Capsule Operculum Short-Beaked,208,209,NULL,NULL,NULL,1,1,0
107,Capsule Orientation,211,226,NULL,NULL,NULL,NULL,NULL,NULL
108,Capsule Orientation Exserted,212,213,NULL,NULL,NULL,1,0,0
109,Capsule Orientation Immersed,214,215,NULL,NULL,NULL,1,1,0
110,Capsule Orientation Inclined,216,217,NULL,NULL,NULL,1,1,0
111,Capsule Orientation Lateral,218,219,NULL,NULL,NULL,1,0,0
112,Capsule Orientation Nodding,220,221,NULL,NULL,NULL,0,0,0
113,Capsule Orientation Terminal,222,223,NULL,NULL,NULL,1,0,0
114,Capsule Orientation Various,224,225,NULL,NULL,NULL,1,1,0
115,Capsule Peristome,227,246,NULL,NULL,NULL,NULL,NULL,NULL
116,Capsule Peristome Basal Membrane Lacking,228,229,NULL,NULL,NULL,0,0,1
117,Capsule Peristome Diplolepidous,230,231,NULL,NULL,NULL,0,0,1
118,Capsule Peristome Double,232,233,NULL,NULL,NULL,0,0,1
119,Capsule Peristome Haplolepideous,234,235,NULL,NULL,NULL,0,0,1
120,Capsule Peristome Lacking,236,237,NULL,NULL,NULL,0,0,1
121,Capsule Peristome Oblique,238,239,NULL,NULL,NULL,0,1,1
122,Capsule Peristome Present,240,241,NULL,NULL,NULL,0,1,1
123,Capsule Peristome Rudimentary,242,243,NULL,NULL,NULL,0,0,1
124,Capsule Peristome Single,244,245,NULL,NULL,NULL,0,0,1
125,Capsule Peristome Teeth,247,302,NULL,NULL,NULL,NULL,NULL,NULL
126,Capsule Peristome Teeth 16 Obliquely Slanted,248,249,NULL,NULL,NULL,0,0,1
127,Capsule Peristome Teeth 32 Erect,250,251,NULL,NULL,NULL,0,1,1
128,Capsule Peristome Teeth 32 Twisted,252,253,NULL,NULL,NULL,0,1,1
129,Capsule Peristome Teeth Chambered,254,255,NULL,NULL,NULL,0,0,1
130,Capsule Peristome Teeth Divided To Half Their Length,256,257,NULL,NULL,NULL,0,0,1
131,Capsule Peristome Teeth Divided To Mid-Point,258,259,NULL,NULL,NULL,0,0,1
132,Capsule Peristome Teeth Entire,260,261,NULL,NULL,NULL,0,0,1
133,Capsule Peristome Teeth Erect,262,263,NULL,NULL,NULL,0,0,1
134,Capsule Peristome Teeth Flaring,264,265,NULL,NULL,NULL,1,1,1
135,Capsule Peristome Teeth Flat,266,267,NULL,NULL,NULL,0,1,1
136,Capsule Peristome Teeth Forked,268,269,NULL,NULL,NULL,0,1,1
137,Capsule Peristome Teeth Four Prominent,270,271,NULL,NULL,NULL,1,1,1
138,Capsule Peristome Teeth Fused At Tip,272,273,NULL,NULL,NULL,0,1,1
139,Capsule Peristome Teeth Lanceolate,274,275,NULL,NULL,NULL,0,1,1
140,"Capsule Peristome Teeth Lanceolate (8, 16 Or 32)",276,277,NULL,NULL,NULL,0,1,1
141,Capsule Peristome Teeth Long,278,279,NULL,NULL,NULL,0,1,1
142,Capsule Peristome Teeth Mere Stubs,280,281,NULL,NULL,NULL,0,0,1
143,Capsule Peristome Teeth On High Basal Membrane,282,283,NULL,NULL,NULL,1,1,0
144,Capsule Peristome Teeth On Low Basal Membrane,284,285,NULL,NULL,NULL,0,1,0
145,Capsule Peristome Teeth Papillose,286,287,NULL,NULL,NULL,0,0,1
146,Capsule Peristome Teeth Pitted-Striolate Below,288,289,NULL,NULL,NULL,0,0,1
147,Capsule Peristome Teeth Round,290,291,NULL,NULL,NULL,0,0,1
148,Capsule Peristome Teeth Short,292,293,NULL,NULL,NULL,0,1,1
149,Capsule Peristome Teeth Split,294,295,NULL,NULL,NULL,0,1,1
150,Capsule Peristome Teeth Striolate,296,297,NULL,NULL,NULL,0,0,1
151,Capsule Peristome Teeth Twisted,298,299,NULL,NULL,NULL,1,1,1
152,Capsule Peristome Teeth Wide-Flaring,300,301,NULL,NULL,NULL,1,1,1
153,Capsule Shape,303,336,NULL,NULL,NULL,NULL,NULL,NULL
154,Capsule Shape Asymmetric,304,305,NULL,NULL,NULL,1,1,0
155,Capsule Shape Curved,306,307,NULL,NULL,NULL,1,1,0
156,Capsule Shape Cylindric,308,309,NULL,NULL,NULL,1,1,0
157,Capsule Shape Four-Angled And Split,310,311,NULL,NULL,NULL,1,1,0
158,Capsule Shape Globose,312,313,NULL,NULL,NULL,1,1,0
159,Capsule Shape Oblong,314,315,NULL,NULL,NULL,1,1,0
160,Capsule Shape Ovoid,316,317,NULL,NULL,NULL,1,1,0
161,Capsule Shape Pyriform,318,319,NULL,NULL,NULL,1,1,0
162,Capsule Shape Pyriforme,320,321,NULL,NULL,NULL,1,1,0
163,Capsule Shape Sharply Four To Five Angled,322,323,NULL,NULL,NULL,0,1,0
164,Capsule Shape Short,324,325,NULL,NULL,NULL,1,1,0
165,Capsule Shape Strumose,326,327,NULL,NULL,NULL,1,1,0
166,Capsule Shape Swollen To One Side,328,329,NULL,NULL,NULL,1,1,0
167,Capsule Shape Symmetric,330,331,NULL,NULL,NULL,1,1,0
168,Capsule Shape Terete,332,333,NULL,NULL,NULL,1,1,0
169,Capsule Shape Urn,334,335,NULL,NULL,NULL,1,1,0
170,Capsule Surface,337,356,NULL,NULL,NULL,NULL,NULL,NULL
171,Capsule Surface Furrowed,338,339,NULL,NULL,NULL,1,1,0
172,Capsule Surface Ribbed When Dry,340,341,NULL,NULL,NULL,1,1,0
173,Capsule Surface Ribs Red,342,343,NULL,NULL,NULL,1,1,0
174,Capsule Surface Rugulose,344,345,NULL,NULL,NULL,0,1,0
175,Capsule Surface Smooth,346,347,NULL,NULL,NULL,0,1,0
176,Capsule Surface Smooth When Dry,348,349,NULL,NULL,NULL,1,1,0
177,Capsule Surface Stomata In Sunken Crypts,350,351,NULL,NULL,NULL,0,0,1
178,Capsule Surface Stomata Superficial,352,353,NULL,NULL,NULL,0,0,1
179,Capsule Surface With Stomatose Neck,354,355,NULL,NULL,NULL,0,1,1
180,Costa,358,485,NULL,NULL,NULL,NULL,NULL,NULL
181,Costa Branching,359,378,NULL,NULL,NULL,NULL,NULL,NULL
182,Costa Branching Branched,360,361,NULL,NULL,NULL,0,1,1
183,Costa Branching Equal Length,362,363,NULL,NULL,NULL,0,1,1
184,Costa Branching Joined At Base,364,365,NULL,NULL,NULL,0,0,1
185,Costa Branching Not Joined At Base,366,367,NULL,NULL,NULL,0,0,1
186,Costa Branching Of Different Lengths,368,369,NULL,NULL,NULL,0,1,1
187,Costa Branching Of Unequal Length,370,371,NULL,NULL,NULL,0,1,1
188,Costa Branching One-Half Leaf Length,372,373,NULL,NULL,NULL,0,1,1
189,Costa Branching With Lateral Spurs,374,375,NULL,NULL,NULL,0,0,1
190,Costa Branching With Several Minor Supplementary Costae,376,377,NULL,NULL,NULL,0,0,1
191,Costa Color,379,386,NULL,NULL,NULL,NULL,NULL,NULL
192,Costa Color Dorsal Cell Green & Striped,380,381,NULL,NULL,NULL,0,0,1
193,Costa Color Opaque,382,383,NULL,NULL,NULL,0,1,1
194,Costa Color Orange,384,385,NULL,NULL,NULL,0,1,1
195,Costa Layers,387,396,NULL,NULL,NULL,NULL,NULL,NULL
196,Costa Layers Hyaline In Upper And Lower Layers,388,389,NULL,NULL,NULL,0,0,1
197,Costa Layers Middle And Dorsal Green And Striped,390,391,NULL,NULL,NULL,0,0,1
198,Costa Layers Middle Layer Green,392,393,NULL,NULL,NULL,0,0,1
199,"Costa Layers Three To Four Layers (Mid Layer Green\, Outer Layers Hyaline)",394,395,NULL,NULL,NULL,0,0,1
200,Costa Length,397,422,NULL,NULL,NULL,NULL,NULL,NULL
201,Costa Length Costa Ending Above Mid-Leaf,398,399,NULL,NULL,NULL,0,1,0
202,Costa Length Ending In Spine,400,401,NULL,NULL,NULL,0,1,1
203,Costa Length Ending Near Apex,402,403,NULL,NULL,NULL,0,1,1
204,Costa Length Excurrent,404,405,NULL,NULL,NULL,0,1,0
205,Costa Length Less Than One-Third Leaf Length,406,407,NULL,NULL,NULL,0,1,0
206,Costa Length Long,408,409,NULL,NULL,NULL,0,0,0
207,Costa Length More Than One-Third Leaf Length,410,411,NULL,NULL,NULL,0,1,0
208,Costa Length More Than Two-Thirds Leaf Length,412,413,NULL,NULL,NULL,0,1,0
209,Costa Length One-Third To Two-Thirds Leaf Length,414,415,NULL,NULL,NULL,0,1,0
210,Costa Length Percurrent,416,417,NULL,NULL,NULL,0,1,0
211,Costa Length Short,418,419,NULL,NULL,NULL,0,0,0
212,Costa Length Three Quarters Leaf Length,420,421,NULL,NULL,NULL,0,1,1
213,Costa Number/Size,423,438,NULL,NULL,NULL,NULL,NULL,NULL
214,Costa Number/Size Double,424,425,NULL,NULL,NULL,0,1,1
215,Costa Number/Size Extremely Reduced,426,427,NULL,NULL,NULL,0,1,1
216,Costa Number/Size Flexuose Above,428,429,NULL,NULL,NULL,0,0,1
217,Costa Number/Size None,430,431,NULL,NULL,NULL,0,0,0
218,Costa Number/Size Short,432,433,NULL,NULL,NULL,0,0,0
219,Costa Number/Size Single,434,435,NULL,NULL,NULL,0,1,1
220,Costa Number/Size Variable,436,437,NULL,NULL,NULL,0,1,1
221,Costa Ornamentation,439,450,NULL,NULL,NULL,NULL,NULL,NULL
222,Costa Ornamentation Axillary Hairs,440,441,NULL,NULL,NULL,0,1,1
223,Costa Ornamentation Present,442,443,NULL,NULL,NULL,0,0,0
224,Costa Ornamentation Spines,444,445,NULL,NULL,NULL,0,1,1
225,Costa Ornamentation Teeth,446,447,NULL,NULL,NULL,0,1,1
226,Costa Ornamentation Toothed On Back,448,449,NULL,NULL,NULL,0,1,1
227,Costa Stereid Bands,451,462,NULL,NULL,NULL,NULL,NULL,NULL
228,Costa Stereid Bands Absent,452,453,NULL,NULL,NULL,0,0,0
229,Costa Stereid Bands Dorsal,454,455,NULL,NULL,NULL,0,0,1
230,Costa Stereid Bands Double,456,457,NULL,NULL,NULL,0,0,1
231,Costa Stereid Bands Single,458,459,NULL,NULL,NULL,0,0,1
232,Costa Stereid Bands Ventral,460,461,NULL,NULL,NULL,0,0,1
233,Costa Width,463,484,NULL,NULL,NULL,NULL,NULL,NULL
234,Costa Width Costa Width Narrow,464,465,NULL,NULL,NULL,0,1,0
235,Costa Width Costa Width Very Narrow,466,467,NULL,NULL,NULL,0,1,0
236,Costa Width Costa Width Very Wide,468,469,NULL,NULL,NULL,0,1,0
237,Costa Width Costa Width Wide,470,471,NULL,NULL,NULL,0,1,0
238,Costa Width Equals Leaf Width,472,473,NULL,NULL,NULL,0,1,0
239,Costa Width Greater Than One-Half Leaf Width,474,475,NULL,NULL,NULL,0,1,0
240,Costa Width Greater Than One-Third Leaf Width,476,477,NULL,NULL,NULL,0,1,0
241,Costa Width Less Than One-Fifth Leaf Width,478,479,NULL,NULL,NULL,0,1,0
242,Costa Width One-Third To One-Half Leaf Width,480,481,NULL,NULL,NULL,0,1,0
243,Costa Width Weak At Base,482,483,NULL,NULL,NULL,0,1,0
244,Growth Form,486,559,NULL,NULL,NULL,NULL,NULL,NULL
245,Growth Form Whole Plant Orientation,487,558,NULL,NULL,NULL,NULL,NULL,NULL
246,Growth Form Whole Plant Orientation Angular,488,489,NULL,NULL,NULL,1,1,0
247,Growth Form Whole Plant Orientation Arched,490,491,NULL,NULL,NULL,1,0,0
248,Growth Form Whole Plant Orientation Ascending,492,493,NULL,NULL,NULL,1,0,0
249,Growth Form Whole Plant Orientation At Right Angles To Bark,494,495,NULL,NULL,NULL,1,0,0
250,Growth Form Whole Plant Orientation Braided,496,497,NULL,NULL,NULL,1,0,0
251,Growth Form Whole Plant Orientation Bud-Like,498,499,NULL,NULL,NULL,1,1,0
252,Growth Form Whole Plant Orientation Bulbiform,500,501,NULL,NULL,NULL,1,1,0
253,Growth Form Whole Plant Orientation Complanate,502,503,NULL,NULL,NULL,1,1,0
254,Growth Form Whole Plant Orientation Creeping,504,505,NULL,NULL,NULL,1,0,0
255,Growth Form Whole Plant Orientation Curled When Dry,506,507,NULL,NULL,NULL,1,1,0
256,Growth Form Whole Plant Orientation Curved When Dry,508,509,NULL,NULL,NULL,1,1,0
257,Growth Form Whole Plant Orientation Cushion,510,511,NULL,NULL,NULL,1,0,0
258,Growth Form Whole Plant Orientation Dendroid,512,513,NULL,NULL,NULL,1,0,0
259,Growth Form Whole Plant Orientation Erect,514,515,NULL,NULL,NULL,1,0,0
260,Growth Form Whole Plant Orientation Festooning,516,517,NULL,NULL,NULL,1,0,0
261,Growth Form Whole Plant Orientation Flat,518,519,NULL,NULL,NULL,1,0,0
262,Growth Form Whole Plant Orientation Flat On Top,520,521,NULL,NULL,NULL,1,0,0
263,Growth Form Whole Plant Orientation Forked,522,523,NULL,NULL,NULL,1,0,0
264,Growth Form Whole Plant Orientation Frondose,524,525,NULL,NULL,NULL,1,0,0
265,Growth Form Whole Plant Orientation Horizontal,526,527,NULL,NULL,NULL,1,0,0
266,Growth Form Whole Plant Orientation Julaceous,528,529,NULL,NULL,NULL,1,0,0
267,Growth Form Whole Plant Orientation Julaceous When Dry,530,531,NULL,NULL,NULL,0,0,0
268,Growth Form Whole Plant Orientation Julaceous When Wet,532,533,NULL,NULL,NULL,1,0,0
269,Growth Form Whole Plant Orientation Large Mat,534,535,NULL,NULL,NULL,1,0,0
270,Growth Form Whole Plant Orientation Mat,536,537,NULL,NULL,NULL,1,0,0
271,Growth Form Whole Plant Orientation Pendulous,538,539,NULL,NULL,NULL,1,0,0
272,Growth Form Whole Plant Orientation Plumose,540,541,NULL,NULL,NULL,1,0,0
273,Growth Form Whole Plant Orientation Prostrate,542,543,NULL,NULL,NULL,1,0,0
274,Growth Form Whole Plant Orientation Round,544,545,NULL,NULL,NULL,1,1,0
275,Growth Form Whole Plant Orientation Sticking Straight Out From Vertical Surface,546,547,NULL,NULL,NULL,1,0,0
276,Growth Form Whole Plant Orientation Stoloniferous,548,549,NULL,NULL,NULL,1,1,0
277,Growth Form Whole Plant Orientation Triangular,550,551,NULL,NULL,NULL,1,1,0
278,Growth Form Whole Plant Orientation Tufted,552,553,NULL,NULL,NULL,1,0,0
279,Growth Form Whole Plant Orientation Winter Annual,554,555,NULL,NULL,NULL,1,0,0
280,Growth Form Whole Plant Orientation Wiry,556,557,NULL,NULL,NULL,1,0,0
281,Growth Form/Appearance,560,665,NULL,NULL,NULL,NULL,NULL,NULL
282,Growth Form/Appearance Branch Orientation,561,576,NULL,NULL,NULL,NULL,NULL,NULL
283,Growth Form/Appearance Branch Orientation In One Plane,562,563,NULL,NULL,NULL,1,0,0
284,Growth Form/Appearance Branch Orientation Pendulous,564,565,NULL,NULL,NULL,1,0,0
285,Growth Form/Appearance Branch Orientation Terete,566,567,NULL,NULL,NULL,0,1,0
286,Growth Form/Appearance Branch Orientation Tips Indistinctly Curled When Dry,568,569,NULL,NULL,NULL,1,1,0
287,Growth Form/Appearance Branch Orientation Tips Loosely Upturned,570,571,NULL,NULL,NULL,1,1,0
288,Growth Form/Appearance Branch Orientation Tips Strongly Curled When Dry,572,573,NULL,NULL,NULL,1,1,0
289,Growth Form/Appearance Branch Orientation Tips Strongly Upturned,574,575,NULL,NULL,NULL,1,1,0
290,Growth Form/Appearance Branching,577,598,NULL,NULL,NULL,NULL,NULL,NULL
291,Growth Form/Appearance Branching 2 To 3 Pinnate,578,579,NULL,NULL,NULL,1,1,0
292,Growth Form/Appearance Branching Bipinnate (Frondose),580,581,NULL,NULL,NULL,1,1,0
293,Growth Form/Appearance Branching Evenly Pinnate,582,583,NULL,NULL,NULL,1,1,0
294,Growth Form/Appearance Branching Irregular,584,585,NULL,NULL,NULL,1,1,0
295,Growth Form/Appearance Branching Once Pinnate,586,587,NULL,NULL,NULL,1,1,0
296,Growth Form/Appearance Branching Pinnate,588,589,NULL,NULL,NULL,1,1,0
297,Growth Form/Appearance Branching Plant Branching Stepwise Flat Fronds,590,591,NULL,NULL,NULL,1,0,0
298,Growth Form/Appearance Branching Rare,592,593,NULL,NULL,NULL,1,1,0
299,Growth Form/Appearance Branching Repeatedly Forked,594,595,NULL,NULL,NULL,1,1,0
300,Growth Form/Appearance Branching Stepwise,596,597,NULL,NULL,NULL,1,0,0
301,Growth Form/Appearance Secondary Stem,599,608,NULL,NULL,NULL,NULL,NULL,NULL
302,Growth Form/Appearance Secondary Stem Ascending,600,601,NULL,NULL,NULL,1,1,0
303,Growth Form/Appearance Secondary Stem Erect,602,603,NULL,NULL,NULL,1,1,0
304,Growth Form/Appearance Secondary Stem Prostrate,604,605,NULL,NULL,NULL,1,1,0
305,Growth Form/Appearance Secondary Stem Sub-Pinnately Branched,606,607,NULL,NULL,NULL,1,1,0
306,Growth Form/Appearance Stem,609,640,NULL,NULL,NULL,NULL,NULL,NULL
307,Growth Form/Appearance Stem Angular,610,611,NULL,NULL,NULL,0,1,0
308,Growth Form/Appearance Stem Creeping,612,613,NULL,NULL,NULL,1,0,0
309,Growth Form/Appearance Stem Forked,614,615,NULL,NULL,NULL,1,1,0
310,Growth Form/Appearance Stem Rhizome-Like,616,617,NULL,NULL,NULL,1,1,0
311,Growth Form/Appearance Stem Single,618,619,NULL,NULL,NULL,1,0,0
312,Growth Form/Appearance Stem Smooth,620,621,NULL,NULL,NULL,0,1,0
313,Growth Form/Appearance Stem Sterile Stem Complanate,622,623,NULL,NULL,NULL,0,1,0
314,Growth Form/Appearance Stem Sterile Stem Erect,624,625,NULL,NULL,NULL,1,0,0
315,Growth Form/Appearance Stem Sterile Stem Prostrate,626,627,NULL,NULL,NULL,1,0,0
316,Growth Form/Appearance Stem Straight When Dry,628,629,NULL,NULL,NULL,1,0,0
317,Growth Form/Appearance Stem Terete,630,631,NULL,NULL,NULL,0,1,0
318,Growth Form/Appearance Stem Triangular,632,633,NULL,NULL,NULL,0,1,0
319,Growth Form/Appearance Stem With Central Strand,634,635,NULL,NULL,NULL,0,0,1
320,Growth Form/Appearance Stem With Central Strand Of Small Cell Length,636,637,NULL,NULL,NULL,0,0,1
321,Growth Form/Appearance Stem With Hyalodermis,638,639,NULL,NULL,NULL,0,0,1
322,Growth Form/Appearance Stem Color,641,648,NULL,NULL,NULL,NULL,NULL,NULL
323,Growth Form/Appearance Stem Color Green,642,643,NULL,NULL,NULL,1,1,0
324,Growth Form/Appearance Stem Color Orange,644,645,NULL,NULL,NULL,1,1,0
325,Growth Form/Appearance Stem Color Red,646,647,NULL,NULL,NULL,1,1,0
326,Growth Form/Appearance Whole Plant Size,649,664,NULL,NULL,NULL,NULL,NULL,NULL
327,Growth Form/Appearance Whole Plant Size More Than 5 Mm,650,651,NULL,NULL,NULL,1,1,0
328,Growth Form/Appearance Whole Plant Size Mostly Less Than 1 Cm,652,653,NULL,NULL,NULL,1,1,0
329,Growth Form/Appearance Whole Plant Size Mostly More Than 1 Cm,654,655,NULL,NULL,NULL,1,1,0
330,Growth Form/Appearance Whole Plant Size Plant Size Minute,656,657,NULL,NULL,NULL,0,1,0
331,Growth Form/Appearance Whole Plant Size Plant Size Very Small (Up To 2 Mm),658,659,NULL,NULL,NULL,1,1,0
332,Growth Form/Appearance Whole Plant Size Pygmy Ephemerals,660,661,NULL,NULL,NULL,0,1,0
333,Growth Form/Appearance Whole Plant Size Small (Up To 5 Mm),662,663,NULL,NULL,NULL,1,1,0
334,Habitat,666,695,NULL,NULL,NULL,NULL,NULL,NULL
335,Habitat Area,667,694,NULL,NULL,NULL,NULL,NULL,NULL
